Name	Rearrangement	Support
CAP188_ENV_C2C3_B_W36_QVOA	CAP188-4170-069WPI-ENV-C2C3-NGS-073-0-003-1*1	0.9990118007429014
CAP188_ENV_C2C3_W7_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.3333331842099638
CAP188_ENV_C2C3_W7_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.3333333214253963
CAP188_ENV_C2C3_W7_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.3333334943646399
CAP188_ENV_C2C3_W10_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.3333329042823773
CAP188_ENV_C2C3_W10_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.3333335339277688
CAP188_ENV_C2C3_W10_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.3333335617898538
CAP188_ENV_C2C3_W3_P2_QVOA	CAP188-4170-069WPI-ENV-C2C3-NGS-073-0-003-1*1	0.9985319042718083
CAP188_ENV_C2C3_W8_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.973674880133134
CAP188_ENV_C2C3_W8_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.0131625548231036
CAP188_ENV_C2C3_W8_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.01316256503511894
CAP188_ENV_C2C3_W6_QVOA	CAP188-4170-069WPI-ENV-C2C3-NGS-073-0-003-1*1	0.9999999856930308
CAP188_ENV_C2C3_W4_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.9706210310453943
CAP188_ENV_C2C3_W4_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.01468932734938734
CAP188_ENV_C2C3_W4_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.01468933955913372
CAP188_ENV_C2C3_B_W9_QVOA	CAP188-4170-069WPI-ENV-C2C3-NGS-073-0-003-1*1	0.9999630234031648
CAP188_ENV_C2C3_W12_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-324-0-001-1*1	0.9999937887177475
CAP188_ENV_C2C3_W11_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.3333335043160602
CAP188_ENV_C2C3_W11_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.3333331305646873
CAP188_ENV_C2C3_W11_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.3333333581832593
CAP188_ENV_C2C3_W3_P1_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.9703275955352331
CAP188_ENV_C2C3_W3_P1_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.01476793175081251
CAP188_ENV_C2C3_W3_P1_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.01476793244493155
CAP188_ENV_C2C3_B_W31_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-164-0-001-1*1	0.3333334998930978
CAP188_ENV_C2C3_B_W31_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-287-0-001-1*1	0.3333328583749401
CAP188_ENV_C2C3_B_W31_QVOA	CAP188-4260-185WPI-ENV-C2C3-NGS-017-0-006-1*1	0.3333336415855004
