Name	Rearrangement	Support
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-019-0-008*1	0.04317634282817338
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-036-0-008*1	0.0431763450335011
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-038-0-008*3	0.0431763450335011
CAP287_ENV_C2C3_W13_QVOA	CAP287-4290-229WPI-ENV-C2C3-NGS-002-0-05*1	0.0431763450335011
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-028-0-008*1	0.04317634697455085
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-034-0-008*1	0.04317634262652883
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-053-0-008*1	0.04317634296569221
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-020-0-008*1	0.08635269006700219
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-065-0-008*1	0.0431763424606973
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-023-0-008*1	0.04317634262637176
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-029-0-008*1	0.04317634697443305
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-061-0-008*1	0.0431763468111147
CAP287_ENV_C2C3_W13_QVOA	CAP287	0.21588173095501
CAP287_ENV_C2C3_W13_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS	0.2158817251675055
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-004-0-036*1	0.01215395950894071
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-006-0-018*1	0.01215396056870618
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-012-0-018*1	0.01215396243208388
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-010-0-018*1	0.01215396255190885
CAP287_ENV_C2C3_W25_QVOA	CAP287-4230-152WPI-ENV-C2C3-NGS-001-0-069*1	0.01215392894754936
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-001-0-127*1	0.01215392894754936
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-015-0-018*1	0.01215396296604564
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-009-0-018*1	0.01215396296602353
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-026-0-018*1	0.01215396266736752
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-017-0-018*1	0.01215389180674165
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-020-0-018*1	0.01215396296616724
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS-021-0-018*1	0.7189381742530949
CAP287_ENV_C2C3_W25_QVOA	CAP287-4220-137WPI-ENV-C2C3-NGS	0.1338055110324328
CAP287_ENV_C2C3_W25_QVOA	CAP287	0.01244737668181913
CAP287_ENV_C2C3_W41_QVOA	CAP287-4290-229WPI-ENV-C2C3-NGS-047-0-013*1	0.09088847627960084
CAP287_ENV_C2C3_W41_QVOA	CAP287-4290-229WPI-ENV-C2C3-NGS-020-0-013*1	0.09088847669159118
CAP287_ENV_C2C3_W41_QVOA	CAP287-4310-255WPI-ENV-C2C3-NGS-008-0-02*1	0.09088845546317977
CAP287_ENV_C2C3_W41_QVOA	CAP287-4280-216WPI-ENV-C2C3-NGS-002-0-025*1	0.09088847282033694
CAP287_ENV_C2C3_W41_QVOA	CAP287-4290-229WPI-ENV-C2C3-NGS-006-0-025*2	0.09088847282033694
CAP287_ENV_C2C3_W41_QVOA	CAP287-4290-229WPI-ENV-C2C3-NGS-030-0-013*1	0.09088846761565278
CAP287_ENV_C2C3_W41_QVOA	CAP287	0.4545553388927716
CAP287_ENV_C2C3_W44_QVOA	CAP287-3090-028WPI-ENV-C2C3-NGS-004-0-036*1	0.666627328671037
CAP287_ENV_C2C3_W44_QVOA	CAP287-3090-028WPI-ENV-C2C3-NGS-047-0-007*1	0.3333136549221974
CAP287_ENV_C2C3_W55_QVOA	CAP287-4310-255WPI-ENV-C2C3-NGS-016-0-02*1	0.3333330329909895
CAP287_ENV_C2C3_W55_QVOA	CAP287-4310-255WPI-ENV-C2C3-NGS-023-0-02*1	0.6666660954041067
CAP287_ENV_C2C3_W7_QVOA	CAP287-4310-255WPI-ENV-C2C3-NGS-005-0-039*1	0.1996326933860435
CAP287_ENV_C2C3_W7_QVOA	CAP287-4310-255WPI-ENV-C2C3-NGS-020-0-02*1	0.1996326946662574
CAP287_ENV_C2C3_W7_QVOA	CAP287-4310-255WPI-ENV-C2C3-NGS-028-0-02*2	0.5988981289972688
